FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
3008082	hCD27++	CD27++	ANA40	1065311
3008083	hCD38++	CD38++	ANA808	1065311
3008084	hCD27++	CD27++	ANA40	1065312
3008085	hCD38++	CD38++	ANA808	1065312
3008086	hCD27-	CD27-	ANA40	1065313
3008087	hCD38++	CD38++	ANA808	1065313
3008088	hCD24-	CD24-	ANA807	1065313
3008089	hCD27-	CD27-	ANA40	1065314
3008090	hCD38++	CD38++	ANA808	1065314
3008091	hCD24-	CD24-	ANA807	1065314
3008092	hCD24-	CD24-	ANA807	1065315
3008093	hCD24-	CD24-	ANA807	1065316
3008094	PTPRC/iso:CD45RO+	B220+	ANA822	1065317
3008095	PTPRC/iso:CD45RO+	B220+	ANA822	1065318
3008096	hCR2-	CD21-	ANA919	1065319
3008097	hCR2-	CD21-	ANA919	1065320
3008098	hFAS+	CD95+	ANA85	1065321
3008099	hFAS+	CD95+	ANA85	1065322
3008100	hCXCR3+	CXCR3+	ANA76	1065323
3008101	hCXCR3+	CXCR3+	ANA76	1065324
3008102	hFAS+	CD95+	ANA85	1065325
3008103	hFAS+	CD95+	ANA85	1065326
3008104	PTPRC/iso:CD45RO+	B220+	ANA822	1065327
3008105	PTPRC/iso:CD45RO+	B220+	ANA822	1065328
3008106	hCR2-	CD21-	ANA919	1065329
3008107	hCR2-	CD21-	ANA919	1065330
3008108	hCD24-	CD24-	ANA807	1065331
3008109	hCD24-	CD24-	ANA807	1065332
3008110	hCXCR3+	CXCR3+	ANA76	1065333
3008111	hCXCR3+	CXCR3+	ANA76	1065334
3008112	hCD24-	CD24-	ANA807	1065335
3008113	hCD24-	CD24-	ANA807	1065336
3008114	hFAS+	CD95+	ANA85	1065337
3008115	hFAS+	CD95+	ANA85	1065338
3008116	PTPRC/iso:CD45RO+	B220+	ANA822	1065339
3008117	PTPRC/iso:CD45RO+	B220+	ANA822	1065340
3008118	hCR2-	CD21-	ANA919	1065341
3008119	hCR2-	CD21-	ANA919	1065342
3008120	hCXCR3+	CXCR3+	ANA76	1065343
3008121	hCXCR3+	CXCR3+	ANA76	1065344
3008122	hCR2-	CD21-	ANA919	1065345
3008123	hCR2-	CD21-	ANA919	1065346
3008124	hCD24-	CD24-	ANA807	1065347
3008125	hCD24-	CD24-	ANA807	1065348
3008126	hFAS+	CD95+	ANA85	1065349
3008127	hFAS+	CD95+	ANA85	1065350
3008128	hCXCR3+	CXCR3+	ANA76	1065351
3008129	hCXCR3+	CXCR3+	ANA76	1065352
3008130		95+		1065353
3008131	PTPRC/iso:CD45RO+	B220+	ANA822	1065354
3008132	hCR2-	CD21-	ANA919	1065355
3008133	hCD24-	CD24-	ANA807	1065356
3008134	hCXCR3+	CXCR3+	ANA76	1065357
3008135	hIGHD+	IgD+	ANA813	1065358
3008136	hCD27-	CD27-	ANA40	1065358
3008137	hIGHD+	IgD+	ANA813	1065359
3008138	hCD27+	CD27+	ANA40	1065359
3008139	hIGHD-	IgD-	ANA813	1065360
3008140	hCD27-	CD27-	ANA40	1065360
3008141	hIGHD-	IgD-	ANA813	1065361
3008142	hCD27+	CD27+	ANA40	1065361
3008143		NA		1065362
3008144	PTPRC/iso:CD45RO+	B220+	ANA822	1065363
3008145	PTPRC/iso:CD45RO+	B220+	ANA822	1065364
3008146		NA		1065365
3008147		NA		1065366
3008148	hMME+	CD10+	ANA930	1065367
3008149	hMME+	CD10+	ANA930	1065368
3008150	hMME+	CD10+	ANA930	1065369
3008151	hMME+	CD10+	ANA930	1065370
3008152	hFCER2+	CD23+	ANA922	1065371
3008153	hFCER2+	CD23+	ANA922	1065372
3008154		IGM+		1065373
3008155		IGM+		1065374
3008156	hMME+	CD10+	ANA930	1065375
3008157	hMME+	CD10+	ANA930	1065376
3008158	hFCER2+	CD23+	ANA922	1065377
3008159	hFCER2+	CD23+	ANA922	1065378
3008160		IGM+		1065379
3008161		IGM+		1065380
3008162	hMME+	CD10+	ANA930	1065381
3008163	hMME+	CD10+	ANA930	1065382
3008164	hFCER2+	CD23+	ANA922	1065383
3008165	hFCER2+	CD23+	ANA922	1065384
3008166		IGM+		1065385
3008167		IGM+		1065386
3008168	hFCER2+	CD23+	ANA922	1065387
3008169	hFCER2+	CD23+	ANA922	1065388
3008170		IGM+		1065389
3008171		IGM+		1065390
3008172		T1		1065391
3008173		T1		1065392
3008174		T2		1065393
3008175		T2		1065394
3008176		T3		1065395
3008177		T3		1065396
3008178	hMME+	CD10+	ANA930	1065397
3008179	hMME+	CD10+	ANA930	1065398
3008180		CDIGM+		1065399
3008181		CDIGM+		1065400
3008182		MTG+		1065401
3008183		MTG+		1065402
3008184	hMME+	CD10+	ANA930	1065403
3008185	hMME+	CD10+	ANA930	1065404
3008186	hFCER2+	CD23+	ANA922	1065405
3008187	hFCER2+	CD23+	ANA922	1065406
3008188		IGM+		1065407
3008189		IGM+		1065408
3008190	hMME+	CD10+	ANA930	1065409
3008191	hMME+	CD10+	ANA930	1065410
3008192	hFCER2+	CD23+	ANA922	1065411
3008193	hFCER2+	CD23+	ANA922	1065412
3008194	hFCER2+	CD23+	ANA922	1065413
3008195	hFCER2+	CD23+	ANA922	1065414
3008196		IGM+		1065415
3008197		IGM+		1065416
3008198	hMME+	CD10+	ANA930	1065417
3008199	hMME+	CD10+	ANA930	1065418
3008200	hFCER2+	CD23+	ANA922	1065419
3008201	hFCER2+	CD23+	ANA922	1065420
3008202		IGM+		1065421
3008203		IGM+		1065422
3008204	hMME+	CD10+	ANA930	1065423
3008205	hFCER2+	CD23+	ANA922	1065424
3008206	hIGHD+	IgD+	ANA813	1065425
3008207	hCD27-	CD27-	ANA40	1065425
3008208		MTG-		1065425
3008209	hIGHD+	IgD+	ANA813	1065426
3008210	hCD27-	CD27-	ANA40	1065426
3008211		MTG-		1065426
3008212		IGM+		1065427
3008213	hPTPRC/iso:h6-	CD45RA-	ANA816	1065428
3008214		Memory		1065428
3008215	hPTPRC/iso:h6-	CD45RA-	ANA816	1065429
3008216	hCCR6+	CCR6+	ANA36	1065429
3008217	hCCR4+	CCR4+	ANA34	1065429
3008218	hPTPRC/iso:h6-	CD45RA-	ANA816	1065430
3008219	hCCR6+	CCR6+	ANA36	1065430
3008220	hCCR4+	CCR4+	ANA34	1065430
3008221	hPTPRC/iso:h6-	CD45RA-	ANA816	1065431
3008222	hCCR6+	CCR6+	ANA36	1065431
3008223	hCXCR3+	CXCR3+	ANA76	1065431
3008224	hPTPRC/iso:h6-	CD45RA-	ANA816	1065432
3008225	hCCR6+	CCR6+	ANA36	1065432
3008226	hCXCR3+	CXCR3+	ANA76	1065432
3008227	hPTPRC/iso:h6-	CD45RA-	ANA816	1065433
3008228	hCCR6-	CCR6-	ANA36	1065433
3008229	hCCR4+	CCR4+	ANA34	1065433
3008230	hPTPRC/iso:h6-	CD45RA-	ANA816	1065434
3008231	hCCR6-	CCR6-	ANA36	1065434
3008232	hCCR4+	CCR4+	ANA34	1065434
3008233	hPTPRC/iso:h6-	CD45RA-	ANA816	1065435
3008234	hCXCR5-	CXCR5-	ANA78	1065435
3008235	hCXCR3-	CXCR3-	ANA76	1065435
3008236	hCCR6-	CCR6-	ANA36	1065435
3008237	hPTPRC/iso:h6-	CD45RA-	ANA816	1065436
3008238	hCXCR5-	CXCR5-	ANA78	1065436
3008239	hCXCR3-	CXCR3-	ANA76	1065436
3008240	hCCR6-	CCR6-	ANA36	1065436
3008241	hPTPRC/iso:h6-	CD45RA-	ANA816	1065437
3008242	hCXCR5-	CXCR5-	ANA78	1065437
3008243	hCXCR3-	CXCR3-	ANA76	1065437
3008244	hCCR6+	CCR6+	ANA36	1065437
3008245	hPTPRC/iso:h6-	CD45RA-	ANA816	1065438
3008246	hCXCR5-	CXCR5-	ANA78	1065438
3008247	hCXCR3-	CXCR3-	ANA76	1065438
3008248	hCCR6+	CCR6+	ANA36	1065438
3008249	hPTPRC/iso:h6-	CD45RA-	ANA816	1065439
3008250	hCXCR5-	CXCR5-	ANA78	1065439
3008251	hCXCR3+	CXCR3+	ANA76	1065439
3008252	hCCR6+	CCR6+	ANA36	1065439
3008253	hPTPRC/iso:h6-	CD45RA-	ANA816	1065440
3008254	hCXCR5-	CXCR5-	ANA78	1065440
3008255	hCXCR3+	CXCR3+	ANA76	1065440
3008256	hCCR6+	CCR6+	ANA36	1065440
3008257	hPTPRC/iso:h6-	CD45RA-	ANA816	1065441
3008258	hCXCR5-	CXCR5-	ANA78	1065441
3008259	hPTPRC/iso:h6-	CD45RA-	ANA816	1065442
3008260	hCXCR5-	CXCR5-	ANA78	1065442
3008261	hPTPRC/iso:h6-	CD45RA-	ANA816	1065443
3008262	hCXCR5+	CXCR5+	ANA78	1065443
3008263	hCXCR3-	CXCR3-	ANA76	1065443
3008264	hCCR6-	CCR6-	ANA36	1065443
3008265	hPTPRC/iso:h6-	CD45RA-	ANA816	1065444
3008266	hCXCR5+	CXCR5+	ANA78	1065444
3008267	hCXCR3-	CXCR3-	ANA76	1065444
3008268	hCCR6-	CCR6-	ANA36	1065444
3008269	hPTPRC/iso:h6-	CD45RA-	ANA816	1065445
3008270	hCXCR5+	CXCR5+	ANA78	1065445
3008271	hCXCR3-	CXCR3-	ANA76	1065445
3008272	hCCR6+	CCR6+	ANA36	1065445
3008273	hPTPRC/iso:h6-	CD45RA-	ANA816	1065446
3008274	hCXCR5+	CXCR5+	ANA78	1065446
3008275	hCXCR3-	CXCR3-	ANA76	1065446
3008276	hCCR6+	CCR6+	ANA36	1065446
3008277	hPTPRC/iso:h6-	CD45RA-	ANA816	1065447
3008278	hCXCR5+	CXCR5+	ANA78	1065447
3008279	hCXCR3+	CXCR3+	ANA76	1065447
3008280	hCCR6+	CCR6+	ANA36	1065447
3008281	hPTPRC/iso:h6-	CD45RA-	ANA816	1065448
3008282	hCXCR5+	CXCR5+	ANA78	1065448
3008283	hCXCR3+	CXCR3+	ANA76	1065448
3008284	hCCR6+	CCR6+	ANA36	1065448
3008285	hPTPRC/iso:h6-	CD45RA-	ANA816	1065449
3008286	hCXCR5+	CXCR5+	ANA78	1065449
3008287	hPTPRC/iso:h6-	CD45RA-	ANA816	1065450
3008288	hCXCR5+	CXCR5+	ANA78	1065450
3008289	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1065451
3008290	hPTPRC/iso:h6-	CD45RA-	ANA816	1065452
3008291	hCCR7-	CCR7-	ANA37	1065452
3008292	hPTPRC/iso:h6-	CD45RA-	ANA816	1065453
3008293	hCCR7-	CCR7-	ANA37	1065453
3008294	hPTPRC/iso:h6-	CD45RA-	ANA816	1065454
3008295	hCCR7+	CCR7+	ANA37	1065454
3008296	hPTPRC/iso:h6-	CD45RA-	ANA816	1065455
3008297	hCCR7+	CCR7+	ANA37	1065455
3008298	hCXCR5+	CXCR5+	ANA78	1065456
3008299	hCD3E+	CD3+	ANA809	1065457
3008300	hCD4+	CD4+	ANA41	1065457
3008301	hCXCR5+	CXCR5+	ANA78	1065458
3008302	hPTPRC/iso:h6-	CD45RA-	ANA816	1065458
3008303	hCXCR5+	CXCR5+	ANA78	1065459
3008304	hPTPRC/iso:h6-	CD45RA-	ANA816	1065459
3008305	hICOS+	ICOS+	ANA898	1065459
3008306	hCXCR5+	CXCR5+	ANA78	1065460
3008307	hPTPRC/iso:h6-	CD45RA-	ANA816	1065460
3008308	hICOS+	ICOS+	ANA898	1065460
3008309	hCXCR5+	CXCR5+	ANA78	1065461
3008310	hPTPRC/iso:h6-	CD45RA-	ANA816	1065461
3008311	hICOS+	ICOS+	ANA898	1065461
3008312	hPDCD1+	PD1+	ANA818	1065461
3008313	hCXCR5+	CXCR5+	ANA78	1065462
3008314	hPTPRC/iso:h6-	CD45RA-	ANA816	1065462
3008315	hICOS+	ICOS+	ANA898	1065462
3008316	hPDCD1+	PD1+	ANA818	1065462
3008317	hIL2RA++	CD25++	ANA163	1065463
3008318	hIL7R+-	CD127+-	ANA182	1065463
3008319	hCD27++	CD27++	ANA40	1065464
3008320	hCD38++	CD38++	ANA808	1065464
3008321	hCD27++	CD27++	ANA40	1065465
3008322	hCD38++	CD38++	ANA808	1065465
3008323	hCD27-	CD27-	ANA40	1065466
3008324	hCD38++	CD38++	ANA808	1065466
3008325	hCD24-	CD24-	ANA807	1065466
3008326	hCD27-	CD27-	ANA40	1065467
3008327	hCD38++	CD38++	ANA808	1065467
3008328	hCD24-	CD24-	ANA807	1065467
3008329	hCD24-	CD24-	ANA807	1065468
3008330	hCD24-	CD24-	ANA807	1065469
3008331	PTPRC/iso:CD45RO+	B220+	ANA822	1065470
3008332	PTPRC/iso:CD45RO+	B220+	ANA822	1065471
3008333	hCR2-	CD21-	ANA919	1065472
3008334	hCR2-	CD21-	ANA919	1065473
3008335	hFAS+	CD95+	ANA85	1065474
3008336	hFAS+	CD95+	ANA85	1065475
3008337	hCXCR3+	CXCR3+	ANA76	1065476
3008338	hCXCR3+	CXCR3+	ANA76	1065477
3008339	hFAS+	CD95+	ANA85	1065478
3008340	hFAS+	CD95+	ANA85	1065479
3008341	PTPRC/iso:CD45RO+	B220+	ANA822	1065480
3008342	PTPRC/iso:CD45RO+	B220+	ANA822	1065481
3008343	hCR2-	CD21-	ANA919	1065482
3008344	hCR2-	CD21-	ANA919	1065483
3008345	hCD24-	CD24-	ANA807	1065484
3008346	hCD24-	CD24-	ANA807	1065485
3008347	hCXCR3+	CXCR3+	ANA76	1065486
3008348	hCXCR3+	CXCR3+	ANA76	1065487
3008349	hCD24-	CD24-	ANA807	1065488
3008350	hCD24-	CD24-	ANA807	1065489
3008351	hFAS+	CD95+	ANA85	1065490
3008352	hFAS+	CD95+	ANA85	1065491
3008353	PTPRC/iso:CD45RO+	B220+	ANA822	1065492
3008354	PTPRC/iso:CD45RO+	B220+	ANA822	1065493
3008355	hCR2-	CD21-	ANA919	1065494
3008356	hCR2-	CD21-	ANA919	1065495
3008357	hCXCR3+	CXCR3+	ANA76	1065496
3008358	hCXCR3+	CXCR3+	ANA76	1065497
3008359	hCR2-	CD21-	ANA919	1065498
3008360	hCR2-	CD21-	ANA919	1065499
3008361	hCD24-	CD24-	ANA807	1065500
3008362	hCD24-	CD24-	ANA807	1065501
3008363	hFAS+	CD95+	ANA85	1065502
3008364	hFAS+	CD95+	ANA85	1065503
3008365	hCXCR3+	CXCR3+	ANA76	1065504
3008366	hCXCR3+	CXCR3+	ANA76	1065505
3008367		95+		1065506
3008368	PTPRC/iso:CD45RO+	B220+	ANA822	1065507
3008369	hCR2-	CD21-	ANA919	1065508
3008370	hCD24-	CD24-	ANA807	1065509
3008371	hCXCR3+	CXCR3+	ANA76	1065510
3008372	hIGHD+	IgD+	ANA813	1065511
3008373	hCD27-	CD27-	ANA40	1065511
3008374	hIGHD+	IgD+	ANA813	1065512
3008375	hCD27+	CD27+	ANA40	1065512
3008376	hIGHD-	IgD-	ANA813	1065513
3008377	hCD27-	CD27-	ANA40	1065513
3008378	hIGHD-	IgD-	ANA813	1065514
3008379	hCD27+	CD27+	ANA40	1065514
3008380		NA		1065515
3008381	PTPRC/iso:CD45RO+	B220+	ANA822	1065516
3008382	PTPRC/iso:CD45RO+	B220+	ANA822	1065517
3008383		NA		1065518
3008384		NA		1065519
3008385	hMME+	CD10+	ANA930	1065520
3008386	hMME+	CD10+	ANA930	1065521
3008387	hMME+	CD10+	ANA930	1065522
3008388	hMME+	CD10+	ANA930	1065523
3008389	hFCER2+	CD23+	ANA922	1065524
3008390	hFCER2+	CD23+	ANA922	1065525
3008391		IGM+		1065526
3008392		IGM+		1065527
3008393	hMME+	CD10+	ANA930	1065528
3008394	hMME+	CD10+	ANA930	1065529
3008395	hFCER2+	CD23+	ANA922	1065530
3008396	hFCER2+	CD23+	ANA922	1065531
3008397		IGM+		1065532
3008398		IGM+		1065533
3008399	hMME+	CD10+	ANA930	1065534
3008400	hMME+	CD10+	ANA930	1065535
3008401	hFCER2+	CD23+	ANA922	1065536
3008402	hFCER2+	CD23+	ANA922	1065537
3008403		IGM+		1065538
3008404		IGM+		1065539
3008405	hFCER2+	CD23+	ANA922	1065540
3008406	hFCER2+	CD23+	ANA922	1065541
3008407		IGM+		1065542
3008408		IGM+		1065543
3008409		T1		1065544
3008410		T1		1065545
3008411		T2		1065546
3008412		T2		1065547
3008413		T3		1065548
3008414		T3		1065549
3008415	hMME+	CD10+	ANA930	1065550
3008416	hMME+	CD10+	ANA930	1065551
3008417		CDIGM+		1065552
3008418		CDIGM+		1065553
3008419		MTG+		1065554
3008420		MTG+		1065555
3008421	hMME+	CD10+	ANA930	1065556
3008422	hMME+	CD10+	ANA930	1065557
3008423	hFCER2+	CD23+	ANA922	1065558
3008424	hFCER2+	CD23+	ANA922	1065559
3008425		IGM+		1065560
3008426		IGM+		1065561
3008427	hMME+	CD10+	ANA930	1065562
3008428	hMME+	CD10+	ANA930	1065563
3008429	hFCER2+	CD23+	ANA922	1065564
3008430	hFCER2+	CD23+	ANA922	1065565
3008431	hFCER2+	CD23+	ANA922	1065566
3008432	hFCER2+	CD23+	ANA922	1065567
3008433		IGM+		1065568
3008434		IGM+		1065569
3008435	hMME+	CD10+	ANA930	1065570
3008436	hMME+	CD10+	ANA930	1065571
3008437	hFCER2+	CD23+	ANA922	1065572
3008438	hFCER2+	CD23+	ANA922	1065573
3008439		IGM+		1065574
3008440		IGM+		1065575
3008441	hMME+	CD10+	ANA930	1065576
3008442	hFCER2+	CD23+	ANA922	1065577
3008443	hIGHD+	IgD+	ANA813	1065578
3008444	hCD27-	CD27-	ANA40	1065578
3008445		MTG-		1065578
3008446	hIGHD+	IgD+	ANA813	1065579
3008447	hCD27-	CD27-	ANA40	1065579
3008448		MTG-		1065579
3008449		IGM+		1065580
3008450	hPTPRC/iso:h6-	CD45RA-	ANA816	1065581
3008451		Memory		1065581
3008452	hPTPRC/iso:h6-	CD45RA-	ANA816	1065582
3008453	hCCR6+	CCR6+	ANA36	1065582
3008454	hCCR4+	CCR4+	ANA34	1065582
3008455	hPTPRC/iso:h6-	CD45RA-	ANA816	1065583
3008456	hCCR6+	CCR6+	ANA36	1065583
3008457	hCCR4+	CCR4+	ANA34	1065583
3008458	hPTPRC/iso:h6-	CD45RA-	ANA816	1065584
3008459	hCCR6+	CCR6+	ANA36	1065584
3008460	hCXCR3+	CXCR3+	ANA76	1065584
3008461	hPTPRC/iso:h6-	CD45RA-	ANA816	1065585
3008462	hCCR6+	CCR6+	ANA36	1065585
3008463	hCXCR3+	CXCR3+	ANA76	1065585
3008464	hPTPRC/iso:h6-	CD45RA-	ANA816	1065586
3008465	hCCR6-	CCR6-	ANA36	1065586
3008466	hCCR4+	CCR4+	ANA34	1065586
3008467	hPTPRC/iso:h6-	CD45RA-	ANA816	1065587
3008468	hCCR6-	CCR6-	ANA36	1065587
3008469	hCCR4+	CCR4+	ANA34	1065587
3008470	hPTPRC/iso:h6-	CD45RA-	ANA816	1065588
3008471	hCXCR5-	CXCR5-	ANA78	1065588
3008472	hCXCR3-	CXCR3-	ANA76	1065588
3008473	hCCR6-	CCR6-	ANA36	1065588
3008474	hPTPRC/iso:h6-	CD45RA-	ANA816	1065589
3008475	hCXCR5-	CXCR5-	ANA78	1065589
3008476	hCXCR3-	CXCR3-	ANA76	1065589
3008477	hCCR6-	CCR6-	ANA36	1065589
3008478	hPTPRC/iso:h6-	CD45RA-	ANA816	1065590
3008479	hCXCR5-	CXCR5-	ANA78	1065590
3008480	hCXCR3-	CXCR3-	ANA76	1065590
3008481	hCCR6+	CCR6+	ANA36	1065590
3008482	hPTPRC/iso:h6-	CD45RA-	ANA816	1065591
3008483	hCXCR5-	CXCR5-	ANA78	1065591
3008484	hCXCR3-	CXCR3-	ANA76	1065591
3008485	hCCR6+	CCR6+	ANA36	1065591
3008486	hPTPRC/iso:h6-	CD45RA-	ANA816	1065592
3008487	hCXCR5-	CXCR5-	ANA78	1065592
3008488	hCXCR3+	CXCR3+	ANA76	1065592
3008489	hCCR6+	CCR6+	ANA36	1065592
3008490	hPTPRC/iso:h6-	CD45RA-	ANA816	1065593
3008491	hCXCR5-	CXCR5-	ANA78	1065593
3008492	hCXCR3+	CXCR3+	ANA76	1065593
3008493	hCCR6+	CCR6+	ANA36	1065593
3008494	hPTPRC/iso:h6-	CD45RA-	ANA816	1065594
3008495	hCXCR5-	CXCR5-	ANA78	1065594
3008496	hPTPRC/iso:h6-	CD45RA-	ANA816	1065595
3008497	hCXCR5-	CXCR5-	ANA78	1065595
3008498	hPTPRC/iso:h6-	CD45RA-	ANA816	1065596
3008499	hCXCR5+	CXCR5+	ANA78	1065596
3008500	hCXCR3-	CXCR3-	ANA76	1065596
3008501	hCCR6-	CCR6-	ANA36	1065596
3008502	hPTPRC/iso:h6-	CD45RA-	ANA816	1065597
3008503	hCXCR5+	CXCR5+	ANA78	1065597
3008504	hCXCR3-	CXCR3-	ANA76	1065597
3008505	hCCR6-	CCR6-	ANA36	1065597
3008506	hPTPRC/iso:h6-	CD45RA-	ANA816	1065598
3008507	hCXCR5+	CXCR5+	ANA78	1065598
3008508	hCXCR3-	CXCR3-	ANA76	1065598
3008509	hCCR6+	CCR6+	ANA36	1065598
3008510	hPTPRC/iso:h6-	CD45RA-	ANA816	1065599
3008511	hCXCR5+	CXCR5+	ANA78	1065599
3008512	hCXCR3-	CXCR3-	ANA76	1065599
3008513	hCCR6+	CCR6+	ANA36	1065599
3008514	hPTPRC/iso:h6-	CD45RA-	ANA816	1065600
3008515	hCXCR5+	CXCR5+	ANA78	1065600
3008516	hCXCR3+	CXCR3+	ANA76	1065600
3008517	hCCR6+	CCR6+	ANA36	1065600
3008518	hPTPRC/iso:h6-	CD45RA-	ANA816	1065601
3008519	hCXCR5+	CXCR5+	ANA78	1065601
3008520	hCXCR3+	CXCR3+	ANA76	1065601
3008521	hCCR6+	CCR6+	ANA36	1065601
3008522	hPTPRC/iso:h6-	CD45RA-	ANA816	1065602
3008523	hCXCR5+	CXCR5+	ANA78	1065602
3008524	hPTPRC/iso:h6-	CD45RA-	ANA816	1065603
3008525	hCXCR5+	CXCR5+	ANA78	1065603
3008526	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1065604
3008527	hPTPRC/iso:h6-	CD45RA-	ANA816	1065605
3008528	hCCR7-	CCR7-	ANA37	1065605
3008529	hPTPRC/iso:h6-	CD45RA-	ANA816	1065606
3008530	hCCR7-	CCR7-	ANA37	1065606
3008531	hPTPRC/iso:h6-	CD45RA-	ANA816	1065607
3008532	hCCR7+	CCR7+	ANA37	1065607
3008533	hPTPRC/iso:h6-	CD45RA-	ANA816	1065608
3008534	hCCR7+	CCR7+	ANA37	1065608
3008535	hCXCR5+	CXCR5+	ANA78	1065609
3008536	hCD3E+	CD3+	ANA809	1065610
3008537	hCD4+	CD4+	ANA41	1065610
3008538	hCXCR5+	CXCR5+	ANA78	1065611
3008539	hPTPRC/iso:h6-	CD45RA-	ANA816	1065611
3008540	hCXCR5+	CXCR5+	ANA78	1065612
3008541	hPTPRC/iso:h6-	CD45RA-	ANA816	1065612
3008542	hICOS+	ICOS+	ANA898	1065612
3008543	hCXCR5+	CXCR5+	ANA78	1065613
3008544	hPTPRC/iso:h6-	CD45RA-	ANA816	1065613
3008545	hICOS+	ICOS+	ANA898	1065613
3008546	hCXCR5+	CXCR5+	ANA78	1065614
3008547	hPTPRC/iso:h6-	CD45RA-	ANA816	1065614
3008548	hICOS+	ICOS+	ANA898	1065614
3008549	hPDCD1+	PD1+	ANA818	1065614
3008550	hCXCR5+	CXCR5+	ANA78	1065615
3008551	hPTPRC/iso:h6-	CD45RA-	ANA816	1065615
3008552	hICOS+	ICOS+	ANA898	1065615
3008553	hPDCD1+	PD1+	ANA818	1065615
3008554	hIL2RA++	CD25++	ANA163	1065616
3008555	hIL7R+-	CD127+-	ANA182	1065616
3008556	hCD27++	CD27++	ANA40	1065617
3008557	hCD38++	CD38++	ANA808	1065617
3008558	hCD27++	CD27++	ANA40	1065618
3008559	hCD38++	CD38++	ANA808	1065618
3008560	hCD27-	CD27-	ANA40	1065619
3008561	hCD38++	CD38++	ANA808	1065619
3008562	hCD24-	CD24-	ANA807	1065619
3008563	hCD27-	CD27-	ANA40	1065620
3008564	hCD38++	CD38++	ANA808	1065620
3008565	hCD24-	CD24-	ANA807	1065620
3008566	hCD24-	CD24-	ANA807	1065621
3008567	hCD24-	CD24-	ANA807	1065622
3008568	PTPRC/iso:CD45RO+	B220+	ANA822	1065623
3008569	PTPRC/iso:CD45RO+	B220+	ANA822	1065624
3008570	hCR2-	CD21-	ANA919	1065625
3008571	hCR2-	CD21-	ANA919	1065626
3008572	hFAS+	CD95+	ANA85	1065627
3008573	hFAS+	CD95+	ANA85	1065628
3008574	hCXCR3+	CXCR3+	ANA76	1065629
3008575	hCXCR3+	CXCR3+	ANA76	1065630
3008576	hFAS+	CD95+	ANA85	1065631
3008577	hFAS+	CD95+	ANA85	1065632
3008578	PTPRC/iso:CD45RO+	B220+	ANA822	1065633
3008579	PTPRC/iso:CD45RO+	B220+	ANA822	1065634
3008580	hCR2-	CD21-	ANA919	1065635
3008581	hCR2-	CD21-	ANA919	1065636
3008582	hCD24-	CD24-	ANA807	1065637
3008583	hCD24-	CD24-	ANA807	1065638
3008584	hCXCR3+	CXCR3+	ANA76	1065639
3008585	hCXCR3+	CXCR3+	ANA76	1065640
3008586	hCD24-	CD24-	ANA807	1065641
3008587	hCD24-	CD24-	ANA807	1065642
3008588	hFAS+	CD95+	ANA85	1065643
3008589	hFAS+	CD95+	ANA85	1065644
3008590	PTPRC/iso:CD45RO+	B220+	ANA822	1065645
3008591	PTPRC/iso:CD45RO+	B220+	ANA822	1065646
3008592	hCR2-	CD21-	ANA919	1065647
3008593	hCR2-	CD21-	ANA919	1065648
3008594	hCXCR3+	CXCR3+	ANA76	1065649
3008595	hCXCR3+	CXCR3+	ANA76	1065650
3008596	hCR2-	CD21-	ANA919	1065651
3008597	hCR2-	CD21-	ANA919	1065652
3008598	hCD24-	CD24-	ANA807	1065653
3008599	hCD24-	CD24-	ANA807	1065654
3008600	hFAS+	CD95+	ANA85	1065655
3008601	hFAS+	CD95+	ANA85	1065656
3008602	hCXCR3+	CXCR3+	ANA76	1065657
3008603	hCXCR3+	CXCR3+	ANA76	1065658
3008604		95+		1065659
3008605	PTPRC/iso:CD45RO+	B220+	ANA822	1065660
3008606	hCR2-	CD21-	ANA919	1065661
3008607	hCD24-	CD24-	ANA807	1065662
3008608	hCXCR3+	CXCR3+	ANA76	1065663
3008609	hIGHD+	IgD+	ANA813	1065664
3008610	hCD27-	CD27-	ANA40	1065664
3008611	hIGHD+	IgD+	ANA813	1065665
3008612	hCD27+	CD27+	ANA40	1065665
3008613	hIGHD-	IgD-	ANA813	1065666
3008614	hCD27-	CD27-	ANA40	1065666
3008615	hIGHD-	IgD-	ANA813	1065667
3008616	hCD27+	CD27+	ANA40	1065667
3008617		NA		1065668
3008618	PTPRC/iso:CD45RO+	B220+	ANA822	1065669
3008619	PTPRC/iso:CD45RO+	B220+	ANA822	1065670
3008620		NA		1065671
3008621		NA		1065672
3008622	hMME+	CD10+	ANA930	1065673
3008623	hMME+	CD10+	ANA930	1065674
3008624	hMME+	CD10+	ANA930	1065675
3008625	hFCER2+	CD23+	ANA922	1065676
3008626		IGM+		1065677
3008627	hMME+	CD10+	ANA930	1065678
3008628	hMME+	CD10+	ANA930	1065679
3008629	hFCER2+	CD23+	ANA922	1065680
3008630	hFCER2+	CD23+	ANA922	1065681
3008631		IGM+		1065682
3008632		IGM+		1065683
3008633	hMME+	CD10+	ANA930	1065684
3008634	hMME+	CD10+	ANA930	1065685
